CustomerID,StartDate,TenureMonths,ContractType,Channel,Region,MonthlyFee,AvgWeeklyUsage,SupportTickets_90d,LatePayments_12m,NPS,Churn_3m
C100964,2021-12-10,56,Mensal,Online,Centro,38.72,3.84,0,0,-8,0
C100965,2022-08-31,35,Trimestral,Loja,Lisboa,33.9,1.47,0,0,47,0
C100966,2021-12-26,36,Mensal,Online,Algarve,31.16,0.0,0,0,5,0
C100967,2021-01-13,19,Mensal,Loja,Algarve,42.91,4.43,2,0,-11,0
C100968,2021-06-05,55,Mensal,Online,Norte,30.11,4.66,0,0,9,0
C100969,2023-02-26,3,Mensal,Loja,Centro,17.75,4.47,1,0,35,1
C100970,2021-11-27,18,Mensal,Online,Lisboa,25.57,2.05,0,0,17,0
C100971,2021-04-03,25,Mensal,Loja,Lisboa,36.41,2.53,1,1,26,0
C100972,2023-04-26,29,Trimestral,Online,Norte,35.16,4.0,0,0,46,0
C100973,2023-06-19,28,Trimestral,Loja,Centro,19.46,3.43,0,0,57,0
C100974,2022-03-26,9,Trimestral,Online,Algarve,26.21,2.17,0,0,16,0
C100975,2022-07-20,14,Anual,Loja,Lisboa,27.35,0.21,0,0,-6,0
C100976,2022-11-11,6,Mensal,Online,Algarve,29.08,2.98,1,1,27,0
C100977,2021-03-01,34,Mensal,Online,Lisboa,20.99,4.53,1,1,39,0
C100978,2021-09-25,21,Mensal,Loja,Lisboa,26.97,0.88,1,0,-19,0
C100979,2022-05-22,34,Trimestral,Online,Lisboa,26.17,3.82,0,1,-2,1
C100980,2022-05-10,35,Mensal,Online,Centro,38.17,3.33,0,0,3,0
C100981,2021-10-26,42,Mensal,Loja,Centro,38.47,4.0,0,0,19,1
C100982,2021-01-02,33,Mensal,Loja,Ilhas,30.83,4.2,1,1,2,1
C100983,2023-05-08,39,Mensal,Parceiro,Algarve,28.86,1.69,1,0,46,0
C100984,2022-07-08,35,Anual,Online,Algarve,33.12,0.21,0,1,-23,0
C100985,2022-11-11,39,Trimestral,Loja,Norte,25.47,1.95,0,0,-22,0
C100986,2022-01-29,37,Mensal,Loja,Norte,22.83,4.22,1,1,15,1
C100987,2022-04-02,19,Trimestral,Online,Norte,24.48,1.93,0,1,20,0
C100988,2022-02-05,15,Trimestral,Loja,Ilhas,26.92,1.69,1,0,-19,1
C100989,2022-01-22,47,Mensal,Online,Algarve,22.69,0.0,0,0,7,0
C100990,2022-08-27,21,Mensal,Parceiro,Lisboa,33.3,5.6,0,0,13,0
C100991,2023-06-16,33,Trimestral,Loja,Ilhas,37.84,4.12,0,1,13,0
C100992,2022-12-01,12,Mensal,Loja,Norte,19.3,4.03,0,0,30,0
C100993,2022-08-24,26,Mensal,Loja,Lisboa,32.2,4.35,0,0,5,0
C100994,2021-01-11,32,Mensal,Online,Centro,30.24,3.72,0,0,69,0
C100995,2022-04-08,37,Trimestral,Online,Centro,34.73,2.41,0,0,40,0
C100996,2023-05-11,32,Anual,Loja,Ilhas,31.9,2.54,0,1,1,0
C100997,2021-12-25,22,Trimestral,Loja,Algarve,20.37,2.12,0,1,28,0
C100998,2022-05-10,57,Mensal,Loja,Norte,21.9,7.02,0,0,29,0
C100999,2021-10-20,31,Mensal,Online,Centro,32.24,3.69,0,0,61,0
C101000,2021-06-22,48,Trimestral,Loja,Lisboa,40.23,2.06,0,0,7,0
C101001,2022-09-27,44,Anual,Online,Norte,14.29,3.54,0,0,48,0
C101002,2021-10-10,33,Anual,Online,Lisboa,34.77,1.18,0,0,26,0
C101003,2022-06-14,53,Anual,Parceiro,Lisboa,41.52,5.21,2,0,70,0
C101004,2022-06-19,8,Mensal,Loja,Centro,30.78,1.74,0,1,64,0
C101005,2023-02-03,55,Trimestral,Loja,Centro,36.4,3.6,0,1,31,0
C101006,2023-04-25,51,Anual,Parceiro,Centro,26.38,4.51,1,1,17,0
C101007,2022-05-14,30,Trimestral,Online,Ilhas,31.05,3.42,0,0,40,0
C101008,2021-02-15,44,Trimestral,Parceiro,Lisboa,19.03,2.95,0,0,20,0
C101009,2022-06-09,31,Mensal,Loja,Lisboa,13.25,2.82,0,0,75,0
C101010,2023-03-08,16,Trimestral,Loja,Centro,39.54,2.71,0,0,27,0
C101011,2022-03-06,48,Mensal,Online,Alentejo,24.12,1.88,2,0,13,0
C101012,2022-05-24,15,Mensal,Online,Norte,28.36,2.08,0,0,11,0
C101013,2022-11-18,19,Anual,Online,Norte,20.91,5.17,0,0,-11,0
C101014,2022-01-31,31,Anual,Online,Algarve,20.72,2.63,0,1,42,1
C101015,2022-01-09,50,Anual,Online,Alentejo,30.61,1.54,0,0,0,0
C101016,2022-03-10,23,Mensal,Loja,Centro,26.16,1.97,0,0,58,0
C101017,2023-02-06,30,Mensal,Loja,Lisboa,35.02,4.56,2,1,-14,1
C101018,2022-03-16,3,Mensal,Online,Ilhas,35.62,3.88,0,0,29,1
C101019,2021-10-22,7,Anual,Loja,Norte,34.57,3.7,0,0,60,0
C101020,2022-06-22,4,Trimestral,Parceiro,Centro,33.91,2.39,0,0,-40,1
C101021,2022-09-16,5,Anual,Loja,Lisboa,44.62,3.72,0,0,86,0
C101022,2023-04-02,52,Mensal,Loja,Centro,23.46,1.77,0,0,12,1
C101023,2023-03-15,50,Trimestral,Loja,Alentejo,31.56,2.38,0,0,29,0
C101024,2022-12-06,49,Trimestral,Online,Alentejo,41.06,4.35,1,0,42,0
C101025,2022-11-24,4,Mensal,Online,Lisboa,42.12,4.2,0,0,47,0
C101026,2022-02-09,5,Anual,Parceiro,Lisboa,20.63,1.23,0,0,33,1
C101027,2021-11-05,17,Trimestral,Loja,Lisboa,29.5,1.43,1,0,55,0
C101028,2022-05-22,34,Mensal,Loja,Algarve,42.86,2.97,0,0,41,0
C101029,2022-09-28,20,Mensal,Parceiro,Norte,36.06,5.56,0,0,78,0
C101030,2022-04-12,29,Anual,Online,Centro,33.56,0.0,0,0,41,0
C101031,2021-07-06,11,Trimestral,Online,Alentejo,30.26,3.25,1,0,84,1
C101032,2021-01-14,44,Trimestral,Loja,Centro,28.93,0.6,1,0,52,0
C101033,2021-02-22,19,Trimestral,Online,Norte,34.31,1.79,0,0,-29,0
C101034,2022-01-19,4,Mensal,Loja,Centro,29.98,2.22,0,0,100,0
C101035,2022-12-14,44,Trimestral,Loja,Alentejo,31.66,2.13,0,0,8,0
C101036,2022-12-12,54,Anual,Loja,Norte,32.63,1.95,0,0,70,0
C101037,2022-12-29,1,Mensal,Online,Alentejo,26.58,2.81,0,0,26,0
C101038,2022-10-01,26,Trimestral,Loja,Algarve,36.26,1.94,0,0,57,0
C101039,2021-01-21,49,Mensal,Online,Alentejo,55.31,0.46,2,0,4,0
C101040,2023-03-07,42,Mensal,Parceiro,Centro,17.78,4.05,0,0,44,0
C101041,2023-05-04,51,Mensal,Online,Algarve,34.59,4.0,1,0,17,0
C101042,2023-02-04,25,Anual,Parceiro,Centro,25.92,4.15,1,1,72,0
C101043,2022-02-06,22,Mensal,Loja,Algarve,36.62,0.33,1,0,38,1
C101044,2021-07-13,42,Mensal,Online,Alentejo,32.37,3.28,0,0,53,1
C101045,2023-03-26,10,Trimestral,Loja,Norte,38.09,3.88,0,2,-40,0
C101046,2021-06-16,15,Mensal,Online,Algarve,41.4,1.15,0,0,22,0
C101047,2022-12-11,36,Trimestral,Loja,Lisboa,33.54,2.81,2,0,37,1
C101048,2023-05-19,40,Anual,Loja,Lisboa,41.06,2.61,0,0,32,0
C101049,2023-03-22,8,Mensal,Loja,Lisboa,13.25,5.75,0,0,54,1
C101050,2022-04-14,30,Mensal,Online,Lisboa,44.72,5.88,0,0,14,0
C101051,2023-01-21,22,Anual,Loja,Alentejo,35.0,0.14,0,0,26,0
C101052,2023-01-18,30,Mensal,Parceiro,Algarve,40.62,6.79,1,1,60,0
C101053,2023-05-27,57,Mensal,Loja,Centro,22.24,1.34,0,0,-43,0
C101054,2021-11-21,5,Anual,Online,Alentejo,25.35,4.37,0,0,43,1
C101055,2022-07-21,59,Anual,Online,Alentejo,33.17,4.35,0,0,15,0
C101056,2023-01-06,27,Trimestral,Parceiro,Alentejo,31.86,1.21,0,0,-2,1
C101057,2021-07-24,46,Trimestral,Online,Lisboa,34.26,3.59,0,1,35,0
C101058,2021-07-22,26,Anual,Online,Lisboa,40.68,2.63,0,0,62,1
C101059,2021-12-17,19,Trimestral,Loja,Algarve,17.88,3.69,0,0,56,1
C101060,2021-11-21,46,Trimestral,Online,Centro,39.79,3.17,0,2,21,0
C101061,2022-11-08,41,Anual,Loja,Centro,32.07,4.71,1,0,51,1
C101062,2023-04-23,9,Trimestral,Online,Lisboa,30.37,2.92,0,0,51,0
C101063,2021-05-22,42,Mensal,Loja,Centro,20.23,2.53,0,1,22,0
C101064,2021-10-20,45,Mensal,Parceiro,Norte,36.02,4.55,1,1,4,0
C101065,2023-04-17,23,Mensal,Parceiro,Norte,12.69,3.73,0,0,6,0
C101066,2022-06-20,55,Mensal,Parceiro,Alentejo,37.19,3.97,0,0,50,0
C101067,2021-07-04,38,Mensal,Parceiro,Ilhas,20.06,1.74,0,0,24,0
C101068,2022-06-28,20,Mensal,Online,Lisboa,32.43,1.13,0,0,-6,0
C101069,2023-02-28,1,Anual,Parceiro,Norte,31.05,1.89,1,0,-26,0
C101070,2021-12-03,40,Mensal,Parceiro,Algarve,41.36,1.81,0,0,50,0
C101071,2022-03-12,13,Mensal,Loja,Centro,30.57,4.06,0,1,9,0
C101072,2022-07-07,45,Mensal,Online,Ilhas,26.45,4.36,1,1,35,0
C101073,2023-01-27,31,Mensal,Online,Lisboa,27.95,2.55,1,0,62,1
C101074,2022-05-24,28,Trimestral,Loja,Centro,42.18,5.09,1,0,-14,1
C101075,2023-05-13,10,Mensal,Loja,Lisboa,36.29,4.99,0,0,24,1
C101076,2022-11-11,42,Mensal,Online,Centro,28.91,3.19,0,0,20,0
C101077,2022-01-15,10,Anual,Online,Algarve,30.11,1.48,1,0,36,0
C101078,2022-03-15,25,Mensal,Loja,Norte,19.46,5.32,0,0,62,1
C101079,2022-09-19,50,Mensal,Online,Algarve,35.11,2.7,0,1,-15,0
C101080,2021-03-05,55,Anual,Parceiro,Algarve,17.92,3.0,0,3,42,0
C101081,2021-07-24,59,Trimestral,Online,Algarve,38.01,2.26,0,1,56,0
C101082,2021-08-03,57,Trimestral,Online,Algarve,33.03,1.38,0,1,19,0
C101083,2022-12-22,33,Anual,Online,Centro,51.1,0.45,1,0,21,1
C101084,2023-01-11,12,Anual,Parceiro,Lisboa,23.2,3.81,0,1,38,0
C101085,2023-01-08,50,Mensal,Parceiro,Algarve,31.18,1.55,0,0,35,1
C101086,2021-04-05,48,Trimestral,Online,Lisboa,46.39,7.7,0,0,42,0
C101087,2021-09-23,59,Trimestral,Online,Norte,41.53,1.06,1,0,42,0
C101088,2021-10-08,39,Mensal,Online,Centro,26.43,0.79,0,0,-4,0
C101089,2021-01-22,9,Anual,Online,Centro,33.79,3.62,0,3,55,0
C101090,2021-08-21,30,Mensal,Loja,Algarve,32.02,5.25,1,0,60,0
C101091,2022-01-24,27,Anual,Online,Lisboa,34.26,2.9,1,0,31,0
C101092,2023-03-09,50,Trimestral,Loja,Alentejo,26.41,3.72,0,0,-20,0
C101093,2021-06-03,24,Mensal,Online,Ilhas,31.29,0.0,1,0,22,0
C101094,2023-02-14,20,Mensal,Loja,Centro,19.22,1.72,1,1,31,1
C101095,2023-01-07,5,Anual,Online,Algarve,33.08,1.08,1,0,-9,1
C101096,2021-05-23,50,Trimestral,Online,Norte,35.6,0.0,1,0,14,1
C101097,2021-08-23,45,Mensal,Online,Norte,30.18,2.99,2,0,-17,0
C101098,2022-02-17,3,Mensal,Online,Norte,19.08,0.0,0,0,43,1
C101099,2023-04-30,26,Trimestral,Online,Centro,39.91,0.68,1,0,30,0
C101100,2022-12-08,29,Mensal,Parceiro,Lisboa,34.92,1.94,0,0,-24,0
C101101,2023-05-25,28,Trimestral,Online,Lisboa,26.19,1.47,1,0,36,0
C101102,2021-10-09,55,Trimestral,Online,Centro,29.76,3.43,0,0,23,0
C101103,2023-03-29,9,Mensal,Online,Norte,19.99,3.29,0,1,40,0
C101104,2023-05-11,19,Trimestral,Loja,Alentejo,23.8,4.23,0,0,13,0
C101105,2022-06-24,11,Mensal,Parceiro,Norte,27.7,4.0,1,0,1,0
C101106,2021-05-19,15,Anual,Loja,Algarve,41.83,4.63,0,0,2,0
C101107,2021-08-29,54,Anual,Loja,Ilhas,26.88,2.8,1,0,9,0
C101108,2021-04-26,56,Mensal,Loja,Alentejo,37.12,3.29,1,1,26,0
C101109,2022-12-28,3,Mensal,Online,Lisboa,27.69,3.62,0,0,29,1
C101110,2021-10-09,38,Mensal,Parceiro,Alentejo,33.98,3.03,0,0,19,0
C101111,2022-09-24,14,Anual,Loja,Alentejo,30.87,2.16,1,0,12,0
C101112,2021-08-29,12,Mensal,Online,Ilhas,38.98,2.27,2,0,14,0
C101113,2023-05-30,18,Trimestral,Loja,Ilhas,27.72,1.49,1,0,100,0
C101114,2022-11-28,12,Anual,Online,Lisboa,19.42,3.47,1,1,2,0
C101115,2021-12-06,29,Mensal,Online,Lisboa,20.94,2.65,1,0,8,0
C101116,2022-03-06,59,Trimestral,Loja,Algarve,27.74,1.74,0,0,100,0
C101117,2021-02-22,35,Mensal,Online,Norte,22.01,1.74,1,0,38,1
C101118,2021-05-04,43,Trimestral,Loja,Lisboa,35.28,0.86,0,1,-16,1
C101119,2023-06-18,30,Mensal,Parceiro,Alentejo,28.27,4.37,1,0,50,0
C101120,2023-01-05,1,Anual,Loja,Alentejo,51.0,2.93,0,0,-2,0
C101121,2023-01-25,5,Mensal,Online,Lisboa,18.1,1.42,0,1,52,1
C101122,2022-08-03,16,Mensal,Loja,Centro,33.63,4.09,0,0,19,0
C101123,2021-07-19,15,Anual,Loja,Centro,22.98,1.9,0,0,12,1
C101124,2021-04-05,50,Anual,Online,Lisboa,28.05,0.55,2,0,73,1
C101125,2022-10-16,50,Trimestral,Online,Ilhas,33.13,4.43,1,1,42,0
C101126,2021-10-26,51,Trimestral,Loja,Algarve,13.4,1.94,1,0,54,1
C101127,2021-01-01,38,Mensal,Parceiro,Lisboa,33.89,2.15,0,0,38,0
C101128,2021-01-21,33,Trimestral,Online,Centro,47.22,2.87,2,0,12,0
C101129,2022-05-18,39,Mensal,Online,Algarve,28.37,4.63,1,0,43,0
C101130,2023-01-27,25,Mensal,Parceiro,Alentejo,34.08,2.83,0,1,61,0
C101131,2021-11-23,40,Anual,Online,Lisboa,40.2,0.88,0,0,29,0
C101132,2023-06-19,47,Trimestral,Online,Lisboa,30.69,3.67,0,0,79,0
C101133,2021-12-10,46,Mensal,Loja,Norte,27.35,2.02,0,0,51,0
C101134,2022-10-22,37,Mensal,Online,Algarve,13.79,5.82,0,0,31,0
C101135,2021-08-09,4,Anual,Online,Lisboa,37.13,2.8,0,0,33,1
C101136,2022-07-01,43,Mensal,Loja,Lisboa,31.09,0.0,0,0,29,0
C101137,2021-09-05,22,Mensal,Loja,Ilhas,23.9,3.37,1,0,-13,0
C101138,2022-12-02,44,Mensal,Loja,Alentejo,33.01,5.91,1,1,22,0
C101139,2022-02-14,32,Mensal,Online,Ilhas,27.33,5.32,0,0,32,0
C101140,2021-02-07,52,Mensal,Loja,Lisboa,27.77,5.73,1,0,13,0
C101141,2021-08-12,20,Anual,Loja,Lisboa,36.85,1.17,0,0,35,0
C101142,2021-11-13,55,Mensal,Loja,Ilhas,21.29,4.26,0,0,26,0
C101143,2022-02-24,50,Mensal,Loja,Ilhas,40.38,1.64,0,0,48,0
C101144,2021-09-01,20,Trimestral,Loja,Ilhas,20.82,3.16,0,0,45,0
C101145,2022-06-04,29,Trimestral,Parceiro,Algarve,26.7,0.76,0,1,30,1
C101146,2023-05-18,32,Trimestral,Loja,Lisboa,47.38,1.77,0,0,-16,1
C101147,2022-10-03,46,Trimestral,Online,Centro,41.02,1.72,0,2,79,1
C101148,2021-10-08,41,Trimestral,Parceiro,Lisboa,32.78,4.24,0,0,21,0
C101149,2022-09-02,51,Trimestral,Parceiro,Ilhas,24.48,4.08,0,0,23,0
C101150,2023-05-21,22,Trimestral,Online,Lisboa,27.77,3.24,1,0,15,1
C101151,2021-08-06,30,Trimestral,Online,Algarve,32.59,0.64,0,0,10,1
C101152,2021-07-29,26,Trimestral,Loja,Ilhas,32.3,2.3,0,0,71,0
C101153,2021-02-05,54,Mensal,Online,Ilhas,31.27,1.61,0,1,67,0
C101154,2023-01-29,18,Trimestral,Loja,Ilhas,31.75,4.19,0,0,38,0
C101155,2023-01-20,35,Trimestral,Loja,Lisboa,30.28,4.69,0,0,22,0
C101156,2022-01-08,8,Mensal,Online,Lisboa,20.46,4.49,0,0,44,0
C101157,2023-02-25,51,Anual,Online,Ilhas,27.87,1.59,2,1,27,0
C101158,2022-08-10,23,Mensal,Parceiro,Centro,39.32,0.0,0,0,19,0
C101159,2023-06-01,21,Mensal,Online,Centro,21.05,0.0,0,0,35,1
C101160,2023-04-11,35,Anual,Loja,Ilhas,30.48,5.07,2,0,12,0
C101161,2023-05-14,30,Mensal,Online,Alentejo,25.44,2.16,0,0,33,1
C101162,2021-12-20,51,Mensal,Loja,Lisboa,32.89,1.6,0,0,31,1
C101163,2022-07-25,32,Mensal,Loja,Norte,28.89,5.43,2,0,43,0
C101164,2021-05-31,31,Anual,Online,Lisboa,43.82,4.82,0,0,6,0
C101165,2023-03-16,7,Mensal,Loja,Ilhas,36.05,2.84,0,0,46,0
C101166,2021-10-14,2,Trimestral,Loja,Lisboa,21.51,2.33,1,0,-2,0
C101167,2022-02-08,24,Trimestral,Online,Lisboa,37.37,2.59,0,0,8,1
C101168,2022-06-19,59,Trimestral,Online,Lisboa,25.8,3.16,0,0,9,0
C101169,2022-12-10,55,Anual,Loja,Algarve,27.38,5.36,0,0,-7,0
C101170,2022-10-21,38,Anual,Loja,Ilhas,34.51,3.48,0,0,55,0
C101171,2023-05-10,38,Mensal,Loja,Lisboa,28.07,3.96,1,0,-4,0
C101172,2022-10-04,24,Anual,Loja,Lisboa,39.14,4.67,1,0,4,0
C101173,2022-12-18,11,Mensal,Online,Centro,25.8,0.93,0,0,63,0
C101174,2022-05-31,1,Mensal,Online,Lisboa,27.05,4.01,0,1,8,0
C101175,2022-01-10,20,Mensal,Loja,Centro,26.75,2.33,0,0,19,0
C101176,2023-04-03,19,Trimestral,Loja,Lisboa,27.47,0.0,0,0,-5,0
C101177,2021-12-06,12,Mensal,Loja,Lisboa,40.79,0.0,0,0,50,0
C101178,2022-07-13,16,Trimestral,Online,Centro,37.03,1.17,0,0,50,0
C101179,2021-09-20,2,Mensal,Loja,Centro,45.68,3.65,0,0,47,0
C101180,2022-03-11,36,Mensal,Loja,Norte,50.14,2.98,0,0,41,0
C101181,2021-11-27,55,Mensal,Online,Norte,23.75,3.09,0,0,27,0
C101182,2021-08-21,41,Anual,Loja,Alentejo,32.56,5.92,2,0,9,0
C101183,2023-01-09,27,Mensal,Loja,Centro,22.59,0.77,1,0,1,0
C101184,2022-11-22,25,Mensal,Online,Norte,25.78,2.76,1,0,64,0
C101185,2022-09-24,19,Mensal,Online,Ilhas,26.96,3.29,0,1,48,0
C101186,2021-03-16,9,Mensal,Online,Centro,23.54,1.62,0,1,4,0
C101187,2021-08-13,36,Trimestral,Parceiro,Algarve,23.58,2.85,1,0,26,0
C101188,2021-07-16,34,Mensal,Online,Lisboa,30.85,0.24,0,0,16,1
C101189,2022-10-03,1,Mensal,Online,Alentejo,22.27,5.06,0,0,-9,0
C101190,2023-03-15,25,Anual,Online,Lisboa,38.74,1.71,1,0,30,0
C101191,2021-12-08,17,Mensal,Online,Centro,24.66,6.05,0,0,13,0
C101192,2021-10-25,11,Mensal,Online,Algarve,54.48,2.75,0,0,-4,0
C101193,2022-05-17,42,Trimestral,Loja,Algarve,28.39,4.44,0,0,-19,0
C101194,2023-06-08,32,Trimestral,Online,Centro,32.58,2.71,0,1,-22,1
C101195,2021-11-30,38,Trimestral,Online,Algarve,21.64,2.75,0,0,14,0
C101196,2021-09-08,43,Mensal,Online,Lisboa,45.65,1.87,2,0,22,0
C101197,2022-04-15,58,Mensal,Online,Algarve,40.96,2.99,0,0,-1,0
C101198,2023-04-05,48,Mensal,Online,Algarve,34.38,3.31,0,1,45,1
C101199,2022-10-19,37,Mensal,Loja,Norte,21.23,1.55,0,0,23,0
